texto,classe
"Colombianos marcham contra desemprego, reeleiįão de Uribe e violęncia: Vários jovens apedrejaram carros da polícia. Manifestaįão aconteceu em Bogotá.",medo
"Dupla assalta micro-ônibus e agride passageiros em Manaus, diz PM. Apķs fuga, polícia encontrou suspeitos escondidos em quintal de casa. Motorista agredido conta que foi assaltado pela segunda vez em 15 dias.",medo
"Mulher sai de casa por medo de ser morta pelo marido. Apķs 19 anos sendo vítima de violęncia doméstica, a auxiliar de serviįos gerais Selma Santos Brito Reis, 36, prestou queixa no Complexo Policial Investigador Bandeira, no município de Feira de Santana (distanet a 108 km de Salvador), no final de semana, e resolveu sair de casa com medo de ser morta pelo marido, identificado como Hailton de Jesus Reis.",medo
"Violęncia torna Lomba Grande um bairro com medo. Comunidade na área rural de Novo Hamburgo está apreensiva com o aumento de roubos ā mão armada. Criminalidade já mudou rotina da região.",medo
"Servidores da Embrapa suspendem greve até quarta, mas não aceitam reajuste: Greve já durava dez dias e atividades serão retomadas na segunda-feira. Nova paralisaįão geral deve acontecer a partir da prķxima quarta-feira.",neutro
"Laboratķrio japonęs da Estaįão Espacial fará experimentos em biologia: Experięncias do Kibo também abrangem medicina e biotecnologia. Mķdulo é operado via centro de controle perto de Tķquio.",neutro
"Benefícios do Bolsa Família serão reajustados em setembro, diz ministro: Segundo ele, decisão sobre o percentual sai nas prķximas semanas. Governo estuda criaįão de política permanente de reajuste.",neutro
"Reeleito, Obama terá Congresso dividido. Reeleito, o presidente dos Estados Unidos, Barack Obama, governará até 2017. O 44ē mandatário norte-americano superou facilmente os 270 votos necessários para ser escolhido pelo Colégio Eleitoral.",neutro
"Senado divulga novos integrantes do Conselho de Ética: Grupo vai analisar representaįões por quebra de decoro contra Sarney. Somente a bancada do PT ainda não indicou quem fará parte do conselho.",neutro
"Cardápio cotidiano da Jordânia é muito variado, mas repetitivo: Cozinha parece a árabe servida no Brasil, mas tempero é mais acentuado. Variedade de pratos torna difícil achar espaįo para apoiar copos.",neutro
"Lula e Serra se reúnem em Brasília: Governador de São Paulo esteve no gabinete da Presidęncia nesta quarta. Planalto e assessoria de Serra não informaram pauta do encontro.",neutro
"Empresa de parques temáticos Six Flags pede proteįão contra falęncia: A empresa opera parques de diversão nos EUA, Canadá e México. Segundo diretor, administraįão atual herdou dívida de US$ 2,4 bilhões.",neutro
"Lula suspende agenda da manhã para receber líderes do governo: Presidente cancelou ida a evento da Marinha e adiou encontro com Serra. Ele se reuniu com líderes da Câmara e Senado, além de Temer e Múcio.",neutro
"Senado confirma Roberto Gurgel para procurador-geral da República: Ele recebeu 60 votos favoráveis e cinco contrários. Indicado para o cargo passou por sabatina no Senado nesta quarta.",neutro
"Presidente da CPI pede o indiciamento de Dantas, Protķgenes e Lacerda: Marcelo Itagiba (PMDB-RJ) defendeu sua posiįão em voto em separado. Ex-relator apresentou proposta sem estes indiciamentos.",neutro
"Conheįa como funcionam os sistemas de tratamento de água e esgoto: Tratamento de esgoto se divide em parte sķlida e líquida. Sistema de limpeza leva água potável ās torneiras.",neutro
"Presidente mexicano assina decreto para mudar nome do país. A uma semana de deixar o poder, o presidente mexicano, Felipe Calderķn, assinou decreto para alterar a Constituiįão, substituindo o nome do país de Estados Unidos Mexicanos para, simplesmente, México.",neutro
"Críticos de mudanįas na poupanįa estavam com Collor no confisco, diz Lula: 'Tenho muita pena de país que tem oposiįão que perdeu o discurso' disse. O presidente afirmou que grandes investidores devem aplicar na produįão.",neutro
"Oposiįão confirma time da CPI da Petrobras: Presidente do PSDB, Sérgio Guerra (PE), está entre os indicados. Pela base aliada, foram escalados os líderes do governo.",neutro
"Bolívia nacionaliza fornecedora britânica de combustível de aviaįão AirBP: Morales ordenou ās Forįas Armadas e ā YPFB que assumissem o controle. Ele já nacionalizou empresas de petrķleo, mineraįão e comunicaįões.",neutro
"Premię de Israel defende reinício de negociaįões com palestinos: Nos EUA, Netanyahu falou em diálogo incondicional. Líder continua sem citar a criaįão de um Estado palestino.",neutro
"PSDB é mais prķximo do PMDB nos estados que o PT, diz Aécio: Governador diz acreditar em mais alianįas PSDB-PMDB nos estados. Mineiro acredita que interesses regionais vão prevalecer em 2010.",neutro
"Carpinteiros reutilizam restos de madeira em mķveis na Amazônia: Fabricantes em Rondon do Pará fazem peįas com resíduos de serrarias.",neutro
"Arqueķlogos descobrem no Egito cemitério da época anterior a Cristo. Pelos primeiros relatos, o cemitério era uma construįão de dois andares e atualmente está sob águas.",neutro
"Lucro dos bancos cai 38,1% no primeiro trimestre, para R$ 7,5 bilhões: Segundo BC, setor bancário lucrou R$ 12,2 bi no 1ē trimestre de 2008. Mesmo assim, autoridade monetária avalia que bancos são 'resistentes'.",neutro
"Revisor do processo do mensalão diz que josé dirceu não cometeu corrupįão ativa. O ex-ministro-chefe da casa civil josé dirceu está sendo inocentado da acusaįão de corrupįão ativa pelo revisor da aįão penal 470, ministro ricardo lewandowski.",neutro
"Cientistas usam palavras em milhões de blogs para monitorar felicidade: Dupla da Universidade de Vermont deu peso para cada expressão. Dia da eleiįão de Barack Obama foi o mais feliz em 4 anos.",neutro
"Cratera em Marte foi formada por vento e água, sugere jipe: Estudo foi publicado no periķdico americano 'Science'. Resultados reúnem dados coletados por sondas no planeta vermelho.",neutro
"Lula diz que Senado tem 'maioridade para resolver seu problema': Presidente diz que desgaste 'mata as pessoas e a instituiįão'. Se PMDB e PT tiverem 'juízo', haverá grande alianįa em 2010, disse.",neutro
"Especialistas ensinam melhor maneira de evitar a dor na primeira vez: Leitores perguntaram se existe anestésico para a primeira relaįão. Médicos respondem dúvidas sobre saúde sexual até o sábado.",neutro
"Joaquim Barbosa assume hoje presidęncia do STF. O ministro Joaquim Barbosa toma posse  hoje (22) na presidęncia do Supremo Tribunal Federal (STF). A cerimônia, ās 15h, terá a presenįa da presidenta Dilma Rousseff, dos presidentes do Senado, José Sarney, e da Câmara dos Deputados, Marco Maia. Assume a vice-presidęncia do Tribunal o ministro Ricardo Lewandowski.",neutro
"Senado irá publicar 'atos secretos', diz Heráclito: Atos são de administraįões antigas e passarão por sindicância. Mercadante disse que são 'vícios' da continuidade administrativa.",neutro
"Mantega alerta que crise financeira ainda não acabou: Economias avanįadas terão 'PIB fraco' por dois ou tręs anos, diz. Mantega já vę recuperaįão no Brasil desde o final de marįo.",neutro
"Lula quer reunião com laboratķrios sobre vacina para gripe suína: Líderes do Mercosul se disseram preocupados com distribuiįão de remédios.",neutro
"Juiz libera US$ 4,5 bilhões para Chrysler operar: Empréstimo dos Estados Unidos e do Canadá será para pagamentos. Credores se posicionaram contra o acesso ao financiamento.",neutro
"Espanha fará o pedido oficial de ajuda para bancos na prķxima segunda-feira. A Espanha fará o pedido oficial de ajuda para recapitalizar os bancos na prķxima segunda-feira (25), disse nesta sexta-feira (22) o ministro de Economia espanhol, Luis de Guindos, em uma coletiva de imprensa em Luxemburgo.",neutro
"G8 diz ver sinais de estabilizaįão na crise, mas riscos persistem: Ministros das sete maiores economias e da Rússia se reúnem na Itália. Eles pediram ao FMI estratégias para uma recuperaįão consistente.",neutro
"Fiscalizaįão está reforįada nas estradas federais: Operaįão da PRF termina ā meia-noite de domingo. No Maranhão, orientaįão é para não pegar estrada.",neutro
"Secretário de Tesouro do EUA diz ser cedo para fim de estímulos ā economia: Timothy Geithner participou de encontro de ministros do G8, na Itália. Para ele, governos devem firmar políticas fiscais mais sustentáveis.",neutro
"Chávez apresenta neto de Allende como 'companheiro' da filha: Pablo Sepúlveda Allende é médico e neto de Salvador Allende. María, de 29 anos, é a segunda filha do primeiro casamento de Chávez.",neutro
"Família Allende não comenta romance de neto de Salvador com filha de Chávez: Pablo Sepúlveda Allende é médico e neto do lendário ex-presidente. María, 29, é a 2Ē filha do 1ē casamento do presidente venezuelano.",neutro
"Deputado protocola PEC que retoma obrigatoriedade do diploma de jornalismo: Paulo Pimenta (PT-RS) conseguiu 191 assinaturas na proposta. 'Jornalismo é mais que simples prestaįão de informaįão', diz.",neutro
"Starbucks contra-ataca McDonald's e lanįa menu de café-da-manhã: No McDonald's, café-da-manhã já representa 10% do faturamento. Starbucks diz acreditar que menu aumentará movimento em 17%.",neutro
"Tesouro dos EUA defende maior peso de emergentes em organismos globais: Timothy Geithner participa de reunião com autoridades chinesas. Medidas para favorecer o livre comércio também estão na pauta.",neutro
"PMDB e PT indicam líderes do governo para CPI da Petrobras: Romero Jucá (PMDB-RR) e Ideli Salvatti (PT-SC) foram indicados. Aloízio Mercadante (SP), líder do PT, ficou de fora.",neutro
"Petrolífera BP pagará multa bilionária por acidente no Golfo do México. A petrolífera British Petroleum (BP) está sendo multada em US$ 4,5 bilhões (o equivalente a R$ 9 bilhões) por autoridades norte-americanas devido ao acidente no Golfo do México há dois anos.",neutro
"Mercado de celulares deve apresentar recuo de 13,6% no 2ē trimestre: Números ainda são melhores frente ao colapso do início de 2009. Principais fabricantes apresentarão seus balanįos ainda neste męs.",neutro
"Ônibus espacial Endeavour pousa na sexta-feira pouco antes do meio-dia: Nova inspeįão vai checar eventuais danos ao escudo térmico da nave. Apķs erro de abordagem, cargueiro russo se acopla ā ISS manualmente.",neutro
"Itaú Unibanco fecha trimestre com lucro 27,7% menor: Lucro líquido do banco ficou em R$ 2,014 bilhões. Carteira de crédito cresceu 0,3% frente ao trimestre anterior.",neutro
"Governo nega clima de pânico no Brasil por causa de nova gripe: Saúde diz que Temporão sķ fará pronunciamento se houver caso no Brasil. Para secretário do ministério, 'cięncia não pode ser feita sķ com otimismo'.",neutro
"EUA e China assinam memorando sobre mudanįa climática: Países querem avanįar na conferęncia climática da ONU em Copenhague. Nenhum detalhe do documento foi divulgado.",neutro
"Com popularidade em queda, Cristina Kirchner enfrenta greve de policiais. Policiais da Argentina iniciaram uma greve contra a reduįão salarial que afetou a categoria e que entrou em vigor neste męs, apķs um decreto do governo da presidente Cristina Kirchner.",neutro
"Ônibus espacial Endeavour inicia volta para a Terra: Nave desacoplou ās 14h26 da Estaįão Espacial Internacional (ISS). Tripulaįão instalou equipamentos de pesquisa no complexo orbital.",neutro
"Anvisa vai fazer triagem em ônibus provenientes de países sul-americanos: Até agora, controle era feito apenas em portos e aeroportos. Governo decidiu controlar fronteira apķs caso confirmado na Colômbia.",neutro
"Sete cidades escolhem novo prefeito em eleiįão fora de época no domingo: Cinco cidades de MG, uma do RS e outra do RN terão eleiįão. Nesses locais, Justiįa anulou resultado do pleito de outubro passado.",neutro
"Governo estuda participaįão da Petrobras em todas as concessões do pré-sal: Até tręs projetos sobre do tema serão enviados ao Congresso, diz Lobão Ainda não há data para envio das propostas.",neutro
"Cristina Kirchner ameniza protesto que paralisou parcialmente Buenos Aires. O protesto que ocorreu ontem (20) em Buenos Aires, paralisando parcialmente a capital, sob a lideranįa dos tręs maiores sindicatos de trabalhadores do país, teve os efeitos amenizados pela presidenta Cristina Kirchner.",neutro
"Nutricionistas montam barraca em feiras de SP para orientar consumidores: Profissionais distribuem calendário com safras de cada alimento. A cada dia, uma feira livre diferente será visitada na cidade.",neutro
